65,41
65,41
65,42
65,43
65,44
65,44
65,45
65,46
65,47
65,48
65,48
67,47
70,47
73,46
76,46
79,45
82,45
85,44
88,44
91,44
91,44
93,43
95,43
97,43
99,42
101,42
103,42
105,41
107,41
109,41
109,41
111,41
113,41
116,41
118,41
121,41
123,41
126,41
128,41
131,41
131,41
132,40
134,40
136,40
137,39
139,39
141,39
142,38
144,38
146,38
146,38
147,37
149,37
151,37
152,37
154,36
156,36
157,36
159,36
161,36
161,36
162,36
164,36
166,36
168,36
169,36
171,36
173,36
175,36
177,37
-1,-1
43,100
43,102
44,105
45,108
45,111
46,114
47,117
47,120
48,123
49,126
49,126
49,127
49,129
49,131
49,133
49,134
49,136
49,138
49,140
49,142
49,142
48,143
48,145
48,147
48,148
47,150
47,152
47,153
47,155
47,157
47,157
46,158
46,160
46,162
45,163
45,165
45,167
44,168
44,170
44,172
44,172
43,173
43,175
43,176
43,178
42,179
42,181
42,182
42,184
42,186
42,186
42,187
43,189
43,191
44,193
44,195
45,197
45,199
46,201
47,203
-1,-1
62,103
65,102
68,102
71,101
74,101
77,100
80,100
83,99
86,99
89,99
89,99
91,98
93,98
95,98
97,97
100,97
102,97
104,96
106,96
109,96
109,96
111,95
113,95
115,95
117,95
120,94
122,94
124,94
126,94
129,94
129,94
131,93
133,93
136,93
138,93
140,92
143,92
145,92
147,92
150,92
150,92
152,91
154,91
156,91
158,90
161,90
163,90
165,89
167,89
170,89
170,89
172,88
174,88
176,88
178,88
181,87
183,87
185,87
187,87
190,87
190,87
190,88
190,89
191,90
191,91
192,92
192,93
193,94
193,95
194,96
194,96
194,99
194,102
194,106
194,109
194,113
194,116
194,120
194,123
195,127
195,127
195,129
195,131
195,133
195,135
195,138
195,140
195,142
195,144
195,147
195,147
194,149
194,151
194,154
194,156
193,158
193,161
193,163
193,165
193,168
193,168
192,170
191,172
190,174
189,176
188,179
187,181
186,183
185,185
184,188
184,188
182,188
181,189
179,190
178,191
176,192
175,193
173,194
172,195
171,196
171,196
169,195
167,195
166,194
164,194
162,193
161,193
159,192
157,192
156,192
-1,-1
91,62
91,64
91,66
91,68
91,70
91,72
91,74
91,76
91,78
92,80
92,80
92,83
92,86
92,89
92,92
92,96
92,99
92,102
92,105
92,109
92,109
91,109
90,110
90,110
89,111
88,111
88,112
87,112
86,113
86,114
86,114
85,115
84,117
84,118
83,120
83,121
82,123
82,124
81,126
81,128
81,128
80,129
79,131
78,133
77,134
77,136
76,138
75,139
74,141
74,143
74,143
73,144
72,145
72,147
71,148
71,150
70,151
70,153
69,154
69,156
-1,-1
92,134
93,135
95,136
97,137
98,138
100,140
102,141
103,142
105,143
107,145
-1,-1
138,60
138,62
138,64
138,66
138,68
138,70
138,72
138,74
138,76
138,79
138,79
138,81
138,84
138,87
138,90
138,92
138,95
138,98
138,101
138,104
138,104
137,104
137,105
136,105
136,106
135,106
135,107
134,107
134,108
134,109
134,109
133,110
133,112
132,114
132,115
131,117
131,119
130,120
130,122
130,124
130,124
129,125
128,127
128,129
127,130
127,132
126,134
126,135
125,137
125,139
125,139
124,140
123,142
122,143
121,145
121,146
120,148
119,149
118,151
118,153
118,153
117,154
116,155
116,157
115,158
114,160
114,161
113,163
112,164
112,166
-1,-1
142,133
143,134
145,135
146,136
148,137
149,138
151,139
152,140
154,141
156,142
156,142
157,143
158,144
159,145
160,146
161,147
162,148
163,149
164,150
166,151
-1,-1
