118,26
119,27
121,28
122,29
124,30
125,31
127,32
128,33
130,34
132,35
-1,-1
88,79
90,78
92,77
94,77
96,76
98,76
100,75
102,75
104,74
107,74
107,74
108,74
110,74
112,74
113,74
115,75
117,75
118,75
120,75
122,76
122,76
122,76
123,77
124,78
124,79
125,80
126,81
126,82
127,83
128,84
128,84
127,86
127,88
127,90
127,92
126,94
126,96
126,98
126,100
126,102
126,102
126,103
126,105
126,107
126,108
126,110
126,112
126,113
126,115
126,117
126,117
126,118
126,120
126,122
126,124
126,125
126,127
126,129
126,131
126,133
126,133
126,134
126,136
126,138
126,139
126,141
126,143
126,144
126,146
126,148
126,148
126,150
126,152
126,154
126,156
126,158
126,160
126,162
126,164
126,166
126,166
126,168
126,170
126,172
126,174
126,176
126,178
126,180
126,182
126,184
126,184
126,185
126,187
126,189
126,190
126,192
126,194
126,195
126,197
126,199
126,199
125,200
125,202
125,204
124,206
124,207
124,209
123,211
123,213
123,215
123,215
122,215
121,216
120,217
119,218
118,218
117,219
116,220
115,221
115,222
115,222
113,220
111,219
109,218
107,216
105,215
103,214
101,212
99,211
97,210
-1,-1
38,129
40,128
42,128
44,128
46,127
48,127
50,127
52,126
54,126
57,126
57,126
58,125
60,125
61,124
63,124
64,123
66,123
67,122
69,122
71,122
71,122
72,122
74,122
76,122
78,122
79,123
81,123
83,123
85,123
87,124
87,124
87,124
88,125
89,125
90,126
91,126
92,127
93,127
94,128
95,129
95,129
93,131
92,133
91,135
89,137
88,139
87,141
85,143
84,145
83,147
83,147
82,148
81,150
80,151
79,153
79,154
78,156
77,157
76,159
76,161
76,161
75,162
74,163
73,165
72,166
71,168
70,169
69,171
68,172
67,174
67,174
65,175
64,176
63,177
62,178
61,180
60,181
59,182
58,183
57,185
57,185
55,186
54,187
53,188
52,189
50,191
49,192
48,193
47,194
46,196
46,196
44,196
43,197
42,198
41,199
40,199
39,200
38,201
37,202
36,203
-1,-1
186,77
185,78
184,80
183,82
182,83
182,85
181,87
180,88
179,90
179,92
179,92
181,91
183,90
185,89
187,88
189,87
191,86
193,85
195,84
198,83
198,83
194,84
190,86
187,88
183,90
180,92
176,94
173,96
169,98
166,100
166,100
164,101
163,102
162,103
160,104
159,105
158,106
156,107
155,108
154,110
154,110
153,110
152,111
151,112
150,113
149,113
148,114
147,115
146,116
145,117
-1,-1
144,117
143,118
142,119
141,120
141,120
140,121
139,122
138,123
138,124
139,125
140,126
141,128
142,129
143,131
144,132
145,134
146,135
148,137
148,137
149,138
150,139
151,140
152,141
153,143
154,144
155,145
156,146
158,148
158,148
159,149
160,150
161,151
162,152
163,154
164,155
165,156
166,157
168,159
168,159
169,160
170,161
171,162
172,163
174,164
175,165
176,166
177,167
179,169
179,169
180,170
181,171
182,172
183,173
185,174
186,175
187,176
188,177
190,178
190,178
191,178
192,179
194,180
195,181
197,181
198,182
200,183
201,184
203,185
203,185
205,185
207,185
209,185
211,185
213,185
215,185
217,185
219,185
221,186
221,186
222,186
223,186
225,186
226,186
227,186
229,186
230,186
231,186
233,187
-1,-1
